Player,Squad,Pos,Nation,Age,Min,90s,npxG,Gls,Ast,Sh,SoT,SCA,GCA,PrgP,PrgC,KP,Succ,Crs,Pass_Short_Cmp,Pass_Med_Cmp,Pass_Long_Cmp,Tkl,TklW,Int,Blocks,Clr,Recov,Won%,market_value_in_eur
Sofyan Amrabat,Fiorentina,MF,ma MAR,27.0,180,2.0,0.0,0,0,0.0,0.0,2.0,0.0,14,2,1.0,0.0,1.5,23.0,25.0,6.5,1.5,1.0,0.0,0.0,1.0,3.5,50.0,20000000.0
Joachim Andersen,Crystal Palace,DF,dk DEN,28.0,90,1.0,0.0,0,0,1.0,1.0,1.0,0.0,4,1,0.0,0.0,1.0,19.0,31.0,9.0,1.0,1.0,0.0,0.0,7.0,7.0,100.0,32000000.0
Joachim Andersen,Fulham,DF,dk DEN,28.0,2583,28.7,1.0,0,0,0.66,0.14,1.22,0.07,112,16,0.14,0.14,0.42,15.9,32.0,9.37,0.94,0.63,1.18,0.28,6.55,4.25,64.2,32000000.0
Elliot Anderson,Nott'ham Forest,MF,eng ENG,21.0,2728,30.3,2.1,2,6,1.32,0.23,2.87,0.33,143,52,1.22,1.19,2.84,18.9,13.3,2.54,3.04,1.85,1.02,1.16,2.51,6.83,65.1,30000000.0
André,Wolves,MF,br BRA,23.0,2472,27.5,0.4,0,0,0.36,0.04,1.78,0.11,109,10,0.65,0.58,0.0,23.5,17.3,2.91,3.31,2.0,1.35,0.51,1.09,7.05,25.0,25000000.0
Benjamin André,Lille,MF,fr FRA,33.0,2692,29.9,1.4,0,3,0.54,0.13,1.77,0.3,209,29,0.7,0.3,0.54,25.8,21.3,4.62,3.44,1.91,1.61,1.04,1.87,6.32,53.4,6000000.0
Marcos André,Valladolid,FW,br BRA,27.0,1188,13.2,2.7,1,2,1.67,0.15,1.44,0.08,16,11,0.68,1.29,0.08,5.98,3.18,1.06,0.76,0.45,0.23,0.38,0.76,3.33,51.6,1200000.0
Robert Andrich,Leverkusen,"MF,DF",de GER,29.0,1598,17.8,1.3,2,2,1.18,0.28,1.85,0.22,65,8,0.51,0.11,0.67,25.1,18.9,3.15,1.35,0.67,1.63,0.34,1.29,4.1,63.6,15000000.0
Angeliño,Roma,DF,es ESP,27.0,3177,35.3,1.4,2,1,0.68,0.17,2.52,0.2,172,66,1.42,0.31,3.29,18.3,20.3,4.59,1.3,0.68,0.79,0.71,2.78,2.86,52.6,15000000.0
Lorenzo Anghelè,Juventus,FW,it ITA,19.0,6,0.1,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Faustino Anjorin,Empoli,MF,eng ENG,22.0,1114,12.4,0.9,2,3,1.85,0.56,2.58,0.4,55,28,1.37,1.29,1.37,13.0,12.7,2.26,2.34,1.05,1.05,0.65,1.61,5.24,37.5,
Waldemar Anton,Dortmund,DF,de GER,28.0,1949,21.7,1.7,2,2,0.88,0.14,1.89,0.23,117,32,0.28,0.92,1.11,29.2,41.4,5.62,1.57,0.97,1.38,0.83,5.16,5.62,63.0,18000000.0
Leandro Antonetti,Sevilla,FW,pr PUR,21.0,28,0.3,0.1,0,0,3.33,3.33,0.0,0.0,0,1,3.33,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,3.33,0.0,10.0,,
Kyllian Antonio,Lens,"DF,MF",fr FRA,16.0,139,1.5,0.1,0,0,0.67,0.0,0.67,0.0,0,1,0.0,0.67,1.33,24.0,24.7,3.33,2.0,1.33,2.0,2.67,2.0,3.33,50.0,
Michail Antonio,West Ham,FW,jm JAM,34.0,836,9.3,2.2,1,1,2.04,0.43,2.37,0.43,18,29,0.97,0.97,2.69,5.59,3.98,2.37,0.22,0.22,0.0,1.51,0.22,2.37,43.6,1000000.0
Antoniu,Espanyol,"FW,MF",es ESP,21.0,1022,11.4,0.9,0,1,0.88,0.35,2.11,0.09,28,35,0.61,2.54,1.75,7.81,4.12,0.35,1.84,0.88,0.7,1.32,0.96,3.42,25.0,
Antony,Manchester Utd,"DF,MF",br BRA,24.0,141,1.6,1.0,0,0,3.75,1.88,5.0,0.0,6,5,1.88,2.5,3.13,28.1,5.63,0.63,3.75,1.88,1.25,0.63,0.0,6.88,0.0,20000000.0
Antony,Betis,FW,br BRA,24.0,1362,15.1,2.9,5,2,2.85,1.13,5.1,0.6,67,94,2.38,1.59,2.65,26.5,10.3,1.92,1.66,0.73,0.66,1.19,0.6,4.83,26.3,20000000.0
Anuar,Valladolid,"MF,FW",ma MAR,29.0,1720,19.1,1.7,2,0,0.58,0.26,1.31,0.21,30,24,0.37,0.37,1.15,11.4,8.27,0.89,1.99,1.41,0.94,0.31,1.36,3.72,39.7,900000.0
Dennis Appiah,Saint-Étienne,DF,fr FRA,32.0,2128,23.6,0.2,0,1,0.21,0.08,1.61,0.13,108,51,0.55,0.85,2.2,20.1,15.5,1.99,3.01,1.82,1.23,1.82,3.77,3.81,46.6,900000.0
Aritz Arambarri,Leganés,DF,es ESP,26.0,177,2.0,0.0,0,0,0.5,0.0,0.5,0.0,2,0,0.0,0.0,0.0,5.5,17.0,2.0,0.5,0.5,1.5,0.5,4.0,2.0,42.9,
Mauro Arambarri,Getafe,MF,uy URU,28.0,2661,29.6,5.8,10,0,1.79,0.54,1.82,0.1,75,17,0.57,0.61,0.47,9.05,8.24,1.96,1.62,0.98,0.51,0.47,1.55,4.63,52.2,7000000.0
Jon Aramburu,Real Sociedad,DF,ve VEN,22.0,2460,27.3,0.4,1,1,0.4,0.11,1.21,0.07,97,26,0.55,0.29,1.65,23.4,16.8,1.79,3.74,2.56,1.1,1.36,3.59,4.65,54.8,12000000.0
Julian Araujo,Bournemouth,DF,mx MEX,22.0,497,5.5,0.0,0,0,0.0,0.0,0.91,0.0,14,4,0.18,0.0,1.64,15.3,15.1,1.82,1.82,0.91,1.09,0.36,3.27,5.27,25.0,
Ronald Araújo,Barcelona,DF,uy URU,25.0,754,8.4,1.0,1,1,0.48,0.24,1.43,0.24,49,6,0.48,0.0,0.0,26.0,46.2,5.95,1.43,1.07,1.07,0.0,2.98,3.21,62.3,
Cameron Archer,Southampton,FW,eng ENG,23.0,1441,16.0,4.9,2,0,1.75,0.63,1.25,0.0,14,22,0.31,0.94,0.19,8.19,3.38,0.31,0.81,0.5,0.13,0.5,0.69,2.19,23.1,14000000.0
Carlens Arcus,Angers,DF,ht HAI,28.0,2047,22.7,0.0,0,1,0.13,0.0,1.63,0.13,70,39,0.75,0.35,2.42,17.6,14.6,3.04,2.29,1.54,1.19,0.88,3.66,3.57,55.4,1500000.0
Adu Ares,Athletic Club,FW,es ESP,22.0,19,0.2,0.0,0,0,0.0,0.0,5.0,0.0,3,1,0.0,0.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,
Jesús Areso,Osasuna,DF,es ESP,25.0,3079,34.2,0.2,0,3,0.23,0.0,2.13,0.26,106,101,0.88,0.7,4.94,16.1,13.5,2.98,1.55,1.11,0.23,1.84,2.69,3.45,58.7,8000000.0
David Argüelles,Getafe,MF,es ESP,22.0,7,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Joe Aribo,Southampton,"MF,DF",ng NGA,28.0,2013,22.4,2.7,3,0,0.76,0.31,1.65,0.04,75,36,0.71,0.94,0.45,22.9,15.9,1.38,2.1,1.47,0.89,0.67,1.43,5.0,51.0,6000000.0
Adam Armstrong,Southampton,"FW,MF",eng ENG,27.0,1248,13.9,2.3,2,2,1.8,0.5,1.37,0.29,21,25,0.65,0.43,1.01,9.93,5.83,0.43,0.86,0.22,0.22,0.86,0.58,1.65,35.7,
Harrison Armstrong,Everton,MF,eng ENG,17.0,48,0.5,0.4,0,0,2.0,0.0,2.0,0.0,1,1,2.0,2.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,
José Arnaiz,Osasuna,"FW,MF",es ESP,29.0,133,1.5,0.3,0,0,4.0,2.0,6.0,0.0,4,6,2.0,0.67,12.0,21.3,5.33,4.0,4.67,3.33,3.33,4.0,0.67,10.7,25.0,
Hákon Arnar Haraldsson,Lille,"MF,FW",is ISL,21.0,1755,19.5,3.8,5,3,1.79,0.67,3.59,0.36,102,52,1.79,1.38,3.03,18.9,15.5,2.72,1.85,0.82,0.41,1.13,0.31,3.64,12.5,15000000.0
Marko Arnautović,Inter,FW,at AUT,35.0,549,6.1,3.3,4,2,2.3,0.98,2.46,0.33,16,4,1.15,0.33,0.82,11.8,5.41,0.33,1.15,0.98,0.16,0.49,0.16,1.64,63.2,
Maximilian Arnold,Wolfsburg,MF,de GER,30.0,2356,26.2,0.9,3,5,1.03,0.46,3.17,0.38,128,9,1.72,0.04,5.8,14.0,18.7,6.53,1.3,0.76,0.92,0.69,2.67,5.88,37.8,7000000.0
Jann-Fiete Arp,Holstein Kiel,"FW,MF",de GER,24.0,713,7.9,2.2,2,0,2.53,1.14,4.18,0.38,21,14,1.39,1.77,3.04,5.44,4.56,2.66,1.65,1.27,0.38,1.01,1.01,2.66,13.3,
Sergio Arribas,Betis,DF,es ESP,21.0,90,1.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,22.0,12.0,2.0,7.0,4.0,3.0,2.0,4.0,3.0,100.0,
Arthur,Leverkusen,DF,br BRA,21.0,752,8.4,0.1,0,1,0.12,0.0,0.83,0.12,25,15,0.24,0.6,1.9,21.8,12.5,1.31,1.67,1.31,1.07,1.55,3.45,3.69,45.5,7000000.0
Takuma Asano,Mallorca,"FW,MF",jp JPN,29.0,1054,11.7,2.7,2,1,2.39,0.68,1.88,0.17,20,28,0.51,0.51,1.71,7.95,4.1,0.34,1.11,0.77,0.51,1.11,0.77,3.59,16.1,2500000.0
Raúl Asencio,Real Madrid,DF,es ESP,21.0,1670,18.6,0.1,0,1,0.16,0.05,0.65,0.05,27,5,0.32,0.32,0.0,22.3,23.8,3.06,1.18,0.86,0.86,0.11,4.73,4.03,66.7,30000000.0
Marco Asensio,Aston Villa,MF,es ESP,28.0,743,8.3,2.9,3,1,2.65,1.08,4.22,0.36,45,22,1.93,1.45,4.58,16.6,10.1,1.33,0.84,0.6,0.24,0.96,0.36,3.37,0.0,20000000.0
Marco Asensio,Paris S-G,"FW,MF",es ESP,28.0,618,6.9,5.6,2,4,3.77,2.03,5.36,1.01,36,19,2.32,0.58,1.88,26.5,11.6,2.75,0.58,0.43,0.0,1.01,0.14,2.61,33.3,20000000.0
Kristjan Asllani,Inter,MF,al ALB,22.0,988,11.0,0.9,2,2,1.27,0.27,2.82,0.27,55,7,1.36,0.09,3.91,30.7,37.5,9.64,1.27,0.27,0.82,0.27,1.18,4.45,57.1,15000000.0
Iago Aspas,Celta Vigo,"FW,MF",es ESP,36.0,1745,19.4,4.0,10,5,2.37,0.93,3.81,0.67,132,50,1.96,0.77,0.77,18.0,10.4,3.76,0.67,0.41,0.41,1.39,0.26,2.84,46.7,2500000.0
Yaser Asprilla,Girona,"FW,MF",co COL,20.0,1405,15.6,2.1,3,1,2.44,0.71,3.91,0.45,77,72,1.54,1.86,5.96,14.0,11.8,3.97,1.41,0.77,0.45,1.54,0.45,3.97,57.1,
Lorenz Assignon,Rennes,"DF,MF",tg TOG,24.0,2357,26.2,2.2,3,4,0.84,0.19,2.56,0.38,116,98,1.11,1.07,2.67,19.8,16.3,1.56,1.87,1.03,0.95,1.45,2.82,4.2,63.3,9000000.0
Dehmaine Assoumani,Nantes,"MF,FW",fr FRA,19.0,98,1.1,0.1,0,0,2.73,1.82,6.36,0.0,1,4,4.55,2.73,5.45,19.1,11.8,2.73,5.45,2.73,0.91,1.82,3.64,7.27,40.0,
Valentin Atangana Edoa,Reims,MF,fr FRA,18.0,2854,31.7,2.5,1,0,1.04,0.19,1.55,0.03,93,41,0.38,0.44,0.54,15.4,11.8,0.73,2.18,1.58,1.17,0.44,2.02,3.69,58.0,
Arthur Atta,Udinese,"MF,FW",fr FRA,21.0,1251,13.9,1.3,0,1,1.87,0.5,3.31,0.14,57,31,1.29,1.94,1.73,19.5,13.2,2.16,1.44,0.86,0.5,1.58,1.08,4.1,41.2,2500000.0
Tommaso Augello,Cagliari,DF,it ITA,29.0,2713,30.1,0.3,0,7,0.27,0.0,2.43,0.37,118,58,1.3,0.8,6.88,19.0,16.3,3.59,1.63,0.93,0.53,1.66,3.62,4.49,69.0,1800000.0
Carlos Augusto,Inter,DF,br BRA,25.0,1691,18.8,2.8,3,2,1.28,0.32,1.28,0.16,80,31,0.48,0.37,1.06,29.1,24.3,3.3,1.54,0.74,0.48,1.01,2.66,3.72,62.0,22000000.0
Yann Aurel Bisseck,Inter,DF,de GER,23.0,1643,18.3,2.6,3,2,1.15,0.27,1.09,0.22,93,32,0.38,0.16,0.44,26.5,34.0,2.62,0.93,0.66,0.93,0.87,3.5,3.61,75.8,
Ezequiel Ávila,Betis,FW,ar ARG,30.0,677,7.5,1.5,2,0,2.67,1.33,4.13,0.4,18,12,2.0,0.67,3.87,11.9,7.47,2.13,1.07,0.4,0.27,1.2,1.07,3.73,42.9,
Taiwo Awoniyi,Nott'ham Forest,FW,ng NGA,26.0,416,4.6,2.1,1,0,2.17,0.87,1.96,0.22,7,6,0.43,0.87,0.43,9.13,3.04,0.22,1.3,0.65,0.0,0.87,1.52,3.91,25.5,18000000.0
Yasin Ayari,Brighton,MF,se SWE,20.0,1965,21.8,2.4,2,1,1.28,0.37,2.8,0.28,75,30,1.38,0.83,3.17,21.3,12.3,1.83,2.71,1.47,0.92,0.64,1.19,5.41,44.4,17000000.0
Florian Ayé,Auxerre,FW,fr FRA,27.0,575,6.4,1.9,2,0,1.88,0.47,0.78,0.31,7,5,0.47,0.31,0.31,9.84,3.44,0.47,0.31,0.31,1.09,0.78,0.94,2.19,26.0,1500000.0
André Ayew,Le Havre,FW,gh GHA,34.0,1453,16.1,4.3,4,1,1.37,0.56,1.24,0.06,18,5,0.5,0.31,0.43,7.02,3.35,0.0,1.12,0.62,0.19,0.62,1.3,1.61,37.0,700000.0
Jordan Ayew,Crystal Palace,"FW,MF",gh GHA,32.0,21,0.2,0.5,0,0,5.0,0.0,5.0,0.0,0,0,5.0,0.0,5.0,15.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,50.0,3500000.0
Jordan Ayew,Leicester City,"FW,MF",gh GHA,32.0,1638,18.2,2.4,5,0,1.7,0.44,2.25,0.11,46,49,0.88,1.43,3.3,12.0,7.58,1.32,1.48,0.82,0.66,0.6,1.04,5.11,31.6,3500000.0
Neil El Aynaoui,Lens,MF,ma MAR,23.0,1588,17.6,1.6,8,1,0.91,0.4,2.39,0.11,75,11,1.25,0.28,3.69,24.5,16.3,3.24,2.22,1.19,1.7,0.97,1.65,5.11,61.5,10000000.0
Ayman Azhil,Dortmund,MF,ma MAR,23.0,24,0.3,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,10.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,6.67,,
Adam Aznou,Valladolid,DF,ma MAR,18.0,876,9.7,0.3,0,0,0.41,0.1,1.65,0.0,25,16,0.62,1.96,1.24,14.2,8.66,1.65,2.89,2.16,1.03,1.24,3.09,5.77,73.3,3000000.0
Adam Aznou,Bayern Munich,DF,ma MAR,18.0,17,0.2,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,5.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3000000.0
César Azpilicueta,Atlético Madrid,DF,es ESP,34.0,875,9.7,0.2,1,0,0.52,0.21,0.82,0.1,66,13,0.31,0.1,0.52,30.9,24.7,2.89,2.58,1.44,0.52,0.41,3.3,2.89,50.0,1800000.0
Paulo Azzi,Cagliari,DF,br BRA,30.0,426,4.7,0.5,0,0,1.7,0.64,3.19,0.0,13,15,1.06,1.7,4.68,12.3,11.3,2.55,2.34,1.91,1.06,0.85,2.34,5.11,54.5,
Oussama El Azzouzi,Bologna,MF,ma MAR,23.0,19,0.2,0.0,0,0,0.0,0.0,10.0,0.0,4,0,0.0,0.0,0.0,30.0,50.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,,2000000.0
Papa Ba,Girona,MF,es ESP,19.0,48,0.5,0.0,0,0,2.0,0.0,4.0,0.0,0,1,0.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,,
Shavy Babicka,Toulouse,"MF,FW",ga GAB,24.0,1186,13.2,3.9,4,2,1.52,0.68,2.2,0.38,21,36,0.98,0.83,2.95,8.94,4.55,0.38,1.59,0.91,0.23,0.91,0.3,4.09,29.2,3000000.0
Jacopo Bacci,Empoli,MF,it ITA,19.0,31,0.3,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,13.3,3.33,3.33,3.33,0.0,3.33,3.33,3.33,0.0,100.0,
Aliou Badara Baldé,Bochum,"MF,FW",gn GUI,21.0,91,1.0,0.2,0,0,4.0,1.0,3.0,0.0,1,2,2.0,2.0,4.0,6.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,
Loïc Bade,Sevilla,DF,fr FRA,24.0,2686,29.8,0.6,1,1,0.44,0.13,0.77,0.07,62,11,0.13,0.57,0.27,18.0,28.7,5.5,1.58,0.91,0.97,0.3,5.44,4.63,68.4,
Milan Badelj,Genoa,MF,hr CRO,35.0,1472,16.4,1.0,1,0,0.85,0.12,1.59,0.06,83,8,0.73,0.55,0.3,18.6,18.2,3.66,1.77,0.98,1.22,0.61,2.62,4.51,62.5,800000.0
Benoît Badiashile,Chelsea,DF,fr FRA,23.0,334,3.7,0.0,0,0,0.0,0.0,0.0,0.0,17,3,0.0,0.0,0.0,30.0,36.5,5.68,2.43,1.62,1.62,0.0,3.24,4.86,80.0,25000000.0
Alex Baena,Villarreal,"MF,FW",es ESP,23.0,2595,28.8,6.3,7,9,2.4,0.59,5.87,0.73,189,91,3.3,0.73,7.19,10.9,13.6,4.79,0.97,0.52,0.76,1.42,0.76,4.86,45.7,
Leon Bailey,Aston Villa,"FW,MF",jm JAM,26.0,1139,12.7,1.7,1,2,2.2,0.47,2.99,0.31,35,58,1.26,1.73,2.68,12.0,7.87,1.42,0.55,0.39,0.24,1.89,0.94,4.65,40.0,32000000.0
Eric Bailly,Villarreal,DF,ci CIV,30.0,617,6.9,0.3,0,0,0.58,0.0,0.29,0.0,18,1,0.0,0.43,0.0,14.9,21.7,3.33,1.74,0.58,0.87,0.14,4.2,2.75,61.1,2500000.0
Theo Bair,Auxerre,FW,ca CAN,24.0,939,10.4,3.0,2,1,2.5,1.25,1.63,0.19,16,15,0.96,0.19,0.67,8.08,2.69,0.29,0.38,0.29,0.29,0.48,0.96,1.44,54.5,1800000.0
Stefan Bajcetic,Las Palmas,"MF,DF",es ESP,19.0,969,10.8,0.3,1,0,0.46,0.19,1.3,0.09,39,8,0.65,1.02,0.37,11.0,11.9,4.44,2.69,1.3,1.39,0.74,2.41,5.65,56.7,9000000.0
Cédric Bakambu,Betis,FW,cd COD,33.0,710,7.9,3.2,2,2,3.04,1.39,1.39,0.38,14,9,1.01,0.13,0.25,7.59,1.9,0.25,0.76,0.51,0.0,0.89,0.63,3.16,31.6,1800000.0
Mitchel Bakker,Atalanta,MF,nl NED,24.0,22,0.2,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,5.0,10.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,50.0,7000000.0
Mitchel Bakker,Lille,"FW,DF",nl NED,24.0,1139,12.7,3.0,3,2,1.81,0.79,3.15,0.31,57,43,1.81,0.87,5.35,19.8,14.8,3.54,1.81,1.02,0.94,1.1,1.18,3.62,23.1,7000000.0
Darryl Bakola,Marseille,"DF,MF",fr FRA,16.0,14,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,45.0,10.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,,200000.0
Ridle Baku,Wolfsburg,"FW,MF",de GER,26.0,1170,13.0,1.5,2,1,1.38,0.46,2.38,0.31,44,16,1.0,0.69,2.85,12.8,13.3,2.31,1.77,1.15,1.15,1.69,1.15,5.23,23.8,7000000.0
Ridle Baku,RB Leipzig,"DF,MF",de GER,26.0,1275,14.2,1.4,2,3,1.2,0.35,2.11,0.42,41,21,0.99,1.13,2.39,18.5,12.5,2.18,1.69,1.34,0.63,1.55,3.17,3.17,37.0,7000000.0
Dilane Bakwa,Strasbourg,"MF,DF",fr FRA,21.0,2497,27.7,4.7,6,8,1.88,0.79,3.97,0.58,129,107,1.7,1.81,5.52,14.5,10.8,3.14,0.94,0.51,0.54,0.83,0.97,3.32,57.9,18000000.0
Tommaso Baldanzi,Roma,"MF,FW",it ITA,21.0,832,9.2,1.4,1,1,2.17,0.43,3.91,0.43,23,39,1.09,1.85,0.76,21.2,10.3,0.33,1.3,0.43,0.65,1.52,0.87,5.22,25.0,14000000.0
Alejandro Balde,Barcelona,DF,es ESP,20.0,2284,25.4,0.5,0,4,0.47,0.12,2.99,0.47,93,107,1.02,1.81,2.64,28.9,19.5,1.69,0.71,0.39,0.2,1.1,1.06,4.8,64.0,60000000.0
Keita Baldé,Monza,FW,sn SEN,29.0,638,7.1,1.1,2,0,1.97,0.7,2.96,0.0,35,19,0.56,0.7,0.85,14.6,11.0,1.13,0.14,0.14,0.28,0.56,0.0,1.69,31.3,1000000.0
Carlos Baleba,Brighton,MF,cm CMR,20.0,2661,29.6,3.1,3,1,1.49,0.37,2.23,0.14,118,43,0.71,1.11,0.3,18.4,16.5,3.18,2.67,1.55,1.55,0.47,1.49,6.66,60.0,35000000.0
Leonardo Balerdi,Marseille,DF,ar ARG,25.0,2273,25.3,0.9,0,0,0.59,0.04,1.07,0.12,105,13,0.32,0.87,0.08,40.5,45.7,4.94,2.13,1.54,1.5,0.47,2.85,6.36,65.0,20000000.0
Iván Balliu,Rayo Vallecano,DF,al ALB,32.0,1200,13.3,0.0,0,0,0.08,0.0,1.43,0.08,46,8,0.53,0.23,1.43,18.6,15.2,2.56,1.28,1.05,0.98,1.5,2.93,2.93,35.0,1500000.0
Fodé Ballo-Touré,Le Havre,"DF,MF",sn SEN,27.0,589,6.5,0.0,0,0,0.0,0.0,0.62,0.15,13,15,0.15,0.77,3.23,19.1,17.7,2.31,1.23,1.08,0.62,1.69,4.15,4.77,44.4,1500000.0
Botond Balogh,Parma,DF,hu HUN,22.0,2053,22.8,0.4,0,1,0.13,0.0,0.35,0.09,37,7,0.09,0.0,0.04,9.91,24.1,3.33,1.58,0.7,1.1,0.35,6.18,2.81,54.0,2500000.0
Folarin Balogun,Monaco,FW,us USA,23.0,615,6.8,4.8,4,0,4.56,1.47,2.79,0.29,9,21,0.88,0.59,0.74,6.76,2.79,0.29,0.15,0.15,0.15,0.88,0.0,2.21,16.7,20000000.0
Mario Balotelli,Genoa,"FW,MF",it ITA,33.0,62,0.7,0.0,0,0,2.86,0.0,0.0,0.0,1,0,0.0,0.0,4.29,1.43,2.86,1.43,0.0,0.0,0.0,1.43,1.43,1.43,50.0,500000.0
Abdoulaye Bamba,Angers,DF,ci CIV,34.0,1510,16.8,0.1,0,0,0.06,0.0,0.6,0.0,16,1,0.36,0.12,0.3,7.5,20.3,2.62,1.31,0.71,1.13,0.24,4.7,2.8,39.3,350000.0
Jonathan Bamba,Celta Vigo,"FW,MF",ci CIV,28.0,811,9.0,0.8,0,1,1.44,0.67,3.11,0.44,30,31,1.33,1.67,2.78,18.9,9.44,1.56,1.33,0.78,0.56,1.33,0.67,5.78,33.3,
Mohamed Bamba,Reims,MF,ci CIV,19.0,10,0.1,0.0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,70.0,50.0,40.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,300000.0
Samuel Bamba,Bochum,"FW,MF",de GER,20.0,27,0.3,0.1,0,0,6.67,3.33,6.67,0.0,5,3,3.33,3.33,16.7,23.3,33.3,0.0,3.33,3.33,0.0,3.33,0.0,6.67,33.3,800000.0
Lameck Banda,Lecce,"FW,MF",zm ZAM,23.0,610,6.8,1.2,0,1,2.5,0.59,3.38,0.15,7,27,1.62,1.47,3.82,11.2,5.74,1.03,1.18,0.74,0.29,0.44,1.18,4.41,13.3,6000000.0
Daniel Bandeira,Hellas Verona,MF,pt POR,24.0,407,4.5,0.0,0,0,0.44,0.22,1.33,0.0,25,1,0.67,0.22,1.78,23.3,14.7,3.11,0.89,0.0,1.33,0.22,1.78,8.0,70.0,
Mattia Bani,Genoa,DF,it ITA,30.0,1507,16.7,1.2,0,0,0.48,0.18,0.42,0.12,25,6,0.12,0.12,0.24,12.3,28.1,5.27,1.14,0.6,1.32,0.3,5.09,3.59,48.9,2000000.0
Noahkai Banks,Augsburg,DF,us USA,17.0,278,3.1,0.1,0,0,0.32,0.0,0.32,0.0,8,2,0.0,0.0,0.65,16.5,27.4,5.16,3.55,1.61,1.61,0.0,9.03,4.19,50.0,6000000.0
Scott Banks,St. Pauli,"FW,MF",sct SCO,22.0,116,1.3,0.3,0,0,2.31,0.0,2.31,0.77,1,3,0.0,1.54,3.85,9.23,3.85,0.77,0.77,0.77,1.54,0.0,1.54,3.08,14.3,500000.0
Adrian Baquerin,Valladolid,FW,es ESP,17.0,49,0.5,0.4,0,0,6.0,0.0,2.0,0.0,1,0,0.0,0.0,0.0,10.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,100.0,
Antonín Barák,Fiorentina,MF,cz CZE,29.0,54,0.6,0.1,0,0,3.33,3.33,5.0,0.0,2,2,5.0,0.0,1.67,13.3,13.3,0.0,3.33,0.0,0.0,0.0,0.0,3.33,0.0,3000000.0
Federico Barba,Como,DF,it ITA,30.0,431,4.8,0.2,0,0,0.42,0.21,0.63,0.0,25,5,0.0,0.0,0.63,27.5,22.1,3.13,0.42,0.42,0.83,0.0,3.13,3.96,38.5,
Valentín Barco,Sevilla,"DF,FW",ar ARG,20.0,288,3.2,0.3,0,0,2.19,0.0,3.13,0.0,13,4,1.88,0.94,7.5,24.1,11.9,4.06,4.69,2.81,0.63,1.56,1.56,5.0,0.0,8000000.0
Valentín Barco,Strasbourg,"MF,DF",ar ARG,20.0,1157,12.9,0.5,0,2,0.78,0.08,1.55,0.47,64,20,0.62,0.7,2.4,27.0,19.1,3.02,2.79,1.71,1.01,1.24,2.17,6.12,50.0,8000000.0
Bradley Barcola,Paris S-G,FW,fr FRA,21.0,2181,24.2,13.4,14,10,3.06,1.57,4.17,0.83,96,137,2.07,1.4,1.03,20.0,9.3,0.83,1.12,0.7,0.79,0.91,0.5,2.77,66.7,70000000.0
Melvin Bard,Nice,"DF,MF",fr FRA,23.0,1938,21.5,2.2,2,1,1.07,0.37,2.28,0.19,88,53,0.7,1.02,2.79,21.0,17.3,3.07,2.47,1.67,1.35,1.35,2.79,5.77,54.5,12000000.0
Nicolò Barella,Inter,MF,it ITA,27.0,2493,27.7,2.2,3,6,1.55,0.32,4.04,0.54,235,63,1.99,0.83,2.45,24.3,22.9,5.42,1.81,1.12,0.43,1.01,0.58,5.96,51.0,80000000.0
Gabriel Bares,Montpellier,"MF,DF",ch SUI,23.0,56,0.6,0.0,0,0,0.0,0.0,0.0,0.0,3,1,0.0,1.67,1.67,28.3,21.7,6.67,3.33,3.33,1.67,0.0,5.0,1.67,0.0,
Borna Barišić,Leganés,DF,hr CRO,31.0,9,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
